Local Time [hour]	InSight Normalized Pressure [%]
4.432778	2.171289
4.433056	2.171384
4.433056	2.169504
4.433333	2.170267
4.433333	2.171125
4.433611	2.172093
4.433611	2.171793
4.433889	2.172038
4.433889	2.172665
4.434167	2.173128
4.434167	2.173005
4.434444	2.171547
4.434444	2.172270
4.434722	2.171793
4.434722	2.171043
4.435000	2.172665
4.435000	2.173060
4.435278	2.173619
4.435278	2.173673
4.435556	2.172379
4.435556	2.172297
4.435833	2.172692
4.435833	2.172678
4.436111	2.173741
4.436111	2.173659
4.436111	2.172556
4.436389	2.172392
4.436389	2.172542
4.436667	2.173714
4.436667	2.173809
4.436944	2.173033
4.436944	2.172283
4.437222	2.172161
4.437222	2.172433
4.437500	2.172324
4.437500	2.172610
4.437778	2.171902
4.437778	2.171452
4.438056	2.170498
4.438056	2.170607
4.438333	2.172174
4.438333	2.172011
4.438611	2.171956
4.438611	2.170934
4.438889	2.171166
4.438889	2.172242
4.439167	2.171479
4.439167	2.172188
4.439444	2.172569
4.439444	2.173387
4.439722	2.173673
4.439722	2.172692
4.440000	2.173360
4.440000	2.172392
4.440278	2.172747
4.440278	2.173496
4.440556	2.172924
4.440556	2.173714
4.440833	2.172161
4.440833	2.171125
4.441111	2.171520
4.441111	2.170893
4.441111	2.170321
4.441389	2.170389
4.441389	2.169940
4.441667	2.168986
4.441667	2.170430
4.441944	2.170784
4.441944	2.170580
4.442222	2.171670
4.442222	2.170784
4.442500	2.169981
4.442500	2.171438
4.442778	2.172556
4.442778	2.171234
4.443056	2.170335
4.443056	2.171234
4.443333	2.171411
4.443333	2.171098
4.443611	2.171180
4.443611	2.169803
4.443889	2.169585
4.443889	2.171180
4.444167	2.172024
4.444167	2.172774
4.444444	2.172365
4.444444	2.172283
4.444722	2.172774
4.444722	2.172651
4.445000	2.172924
4.445000	2.172883
4.445278	2.173673
4.445278	2.175158
4.445556	2.175376
4.445556	2.175022
4.445833	2.174913
4.445833	2.174191
4.446111	2.173237
4.446111	2.173060
4.446111	2.172365
4.446389	2.171806
4.446389	2.172161
4.446667	2.172011
4.446667	2.172610
4.446944	2.174000
4.446944	2.174300
4.447222	2.173482
4.447222	2.173510
4.447500	2.174096
4.447500	2.174300
4.447778	2.175022
4.447778	2.174995
4.448056	2.175812
4.448056	2.176793
4.448333	2.176780
4.448333	2.178251
4.448611	2.178265
4.448611	2.177134
4.448889	2.177325
4.448889	2.177502
4.449167	2.177584
4.449167	2.177148
4.449444	2.177298
4.449444	2.176644
4.449722	2.175104
4.449722	2.175622
4.450000	2.175962
4.450000	2.176698
4.450278	2.177529
4.450278	2.176834
4.450556	2.177148
4.450556	2.178469
4.450833	2.178333
4.450833	2.176153
4.451111	2.175826
4.451111	2.176698
4.451111	2.177161
4.451389	2.177366
4.451389	2.175908
4.451667	2.176807
4.451667	2.177597
4.451944	2.177325
4.451944	2.178892
4.452222	2.177543
4.452222	2.176698
4.452500	2.177992
4.452500	2.178360
4.452778	2.179192
4.452778	2.178865
4.453056	2.177747
4.453056	2.177229
4.453333	2.177434
4.453333	2.178415
4.453611	2.178783
4.453611	2.178565
4.453889	2.178783
4.453889	2.179055
4.454167	2.178701
4.454167	2.179273
4.454444	2.179628
4.454444	2.178565
4.454722	2.179723
4.454722	2.180854
4.455000	2.180704
4.455000	2.181467
4.455278	2.180881
4.455278	2.181167
4.455556	2.181658
4.455556	2.180827
4.455833	2.180868
4.455833	2.179737
4.456111	2.180377
4.456111	2.181903
4.456111	2.181508
4.456389	2.182652
4.456389	2.182843
4.456667	2.181481
4.456667	2.181685
4.456944	2.182898
4.456944	2.181249
4.457222	2.179232
4.457222	2.180254
4.457500	2.180731
4.457500	2.181753
4.457778	2.182203
4.457778	2.181331
4.458056	2.181835
4.458056	2.181767
4.458333	2.180527
4.458333	2.180472
4.458611	2.182012
4.458611	2.182244
4.458889	2.181494
4.458889	2.182216
4.459167	2.181658
4.459167	2.180840
4.459444	2.182775
4.459444	2.182421
4.459722	2.181740
4.459722	2.182734
4.460000	2.181399
4.460000	2.181958
4.460278	2.182761
4.460278	2.181631
4.460556	2.182857
4.460556	2.182530
4.460833	2.181017
4.460833	2.182135
4.461111	2.182898
4.461111	2.183048
4.461111	2.183116
4.461389	2.183961
4.461389	2.185718
4.461667	2.183811
4.461667	2.181985
4.461944	2.184601
4.461944	2.184846
4.462222	2.183620
4.462222	2.183579
4.462500	2.183729
4.462500	2.185964
4.462778	2.186400
4.462778	2.185568
4.463056	2.186304
4.463056	2.187462
4.463333	2.188893
4.463333	2.187898
4.463611	2.186018
4.463611	2.186563
4.463889	2.186345
4.463889	2.185623
4.464167	2.186413
4.464167	2.186699
4.464444	2.186958
4.464444	2.186781
4.464722	2.187517
4.464722	2.188334
4.465000	2.187421
4.465000	2.187639
4.465278	2.187803
4.465278	2.188103
4.465556	2.188198
4.465556	2.186931
4.465833	2.186263
4.465833	2.186059
4.466111	2.186890
4.466111	2.187858
4.466111	2.187394
4.466389	2.187449
4.466389	2.188443
4.466667	2.188416
4.466667	2.187571
4.466944	2.188403
4.466944	2.188362
4.467222	2.186372
4.467222	2.187149
4.467500	2.188130
4.467500	2.188266
4.467778	2.188443
4.467778	2.187421
4.468056	2.187994
4.468056	2.187803
4.468333	2.186958
4.468333	2.187830
4.468611	2.187953
4.468611	2.187885
4.468889	2.188144
4.468889	2.188321
4.469167	2.187939
4.469167	2.187122
4.469444	2.187776
4.469444	2.188430
4.469722	2.188348
4.469722	2.188689
4.470000	2.188975
4.470000	2.189084
4.470278	2.189642
4.470278	2.190337
4.470556	2.189561
4.470556	2.189302
4.470833	2.189942
4.470833	2.189874
4.471111	2.189315
4.471111	2.188784
4.471111	2.189711
4.471389	2.189397
4.471389	2.187980
4.471667	2.187585
4.471667	2.188062
4.471944	2.188607
4.471944	2.188961
4.472222	2.189315
4.472222	2.188375
4.472500	2.188730
4.472500	2.188730
4.472778	2.188730
4.472778	2.189452
4.473056	2.188198
4.473056	2.189724
4.473333	2.191455
4.473333	2.190065
4.473611	2.188975
4.473611	2.189547
4.473889	2.189956
4.473889	2.189615
4.474167	2.191087
4.474167	2.191264
4.474444	2.189343
4.474444	2.188757
4.474722	2.189111
4.474722	2.189152
4.475000	2.189315
4.475000	2.190365
4.475278	2.190569
4.475278	2.190406
4.475556	2.191169
4.475556	2.191686
4.475833	2.191441
4.475833	2.190692
4.476111	2.190624
4.476111	2.190637
4.476111	2.190555
4.476389	2.190542
4.476389	2.190678
4.476667	2.191986
4.476667	2.193131
4.476944	2.192627
4.476944	2.191782
4.477222	2.192463
4.477222	2.193308
4.477500	2.192586
4.477500	2.192695
4.477778	2.192749
4.477778	2.191332
4.478056	2.192136
4.478056	2.192845
4.478333	2.192190
4.478333	2.192477
4.478611	2.192409
4.478611	2.190610
4.478889	2.188961
4.478889	2.190637
4.479167	2.191918
4.479167	2.192122
4.479444	2.192081
4.479444	2.191278
4.479722	2.192558
4.479722	2.193090
4.480000	2.192572
4.480000	2.192654
4.480278	2.192681
4.480278	2.192368
4.480556	2.192027
4.480556	2.192708
4.480833	2.192231
4.480833	2.190896
4.481111	2.191169
4.481111	2.191945
4.481111	2.191482
4.481389	2.192027
4.481389	2.193117
4.481667	2.192163
4.481667	2.191877
4.481944	2.191346
4.481944	2.191141
4.482222	2.191795
4.482222	2.192027
4.482500	2.193417
4.482500	2.193185
4.482778	2.193580
4.482778	2.194534
4.483056	2.194302
4.483056	2.194262
4.483333	2.193662
4.483333	2.194343
4.483611	2.194289
4.483611	2.194561
4.483889	2.193212
4.483889	2.191795
4.484167	2.193757
4.484167	2.192899
4.484444	2.193499
4.484444	2.193485
4.484722	2.192409
4.484722	2.194262
4.485000	2.194125
4.485000	2.194684
4.485278	2.194316
4.485278	2.193526
4.485556	2.194766
4.485556	2.194044
4.485833	2.194248
4.485833	2.195052
4.486111	2.193539
4.486111	2.193499
4.486111	2.193294
4.486389	2.191673
4.486389	2.191863
4.486667	2.191605
4.486667	2.192354
4.486944	2.193839
4.486944	2.193757
4.487222	2.193975
4.487222	2.193362
4.487500	2.192368
4.487500	2.192613
4.487778	2.193553
4.487778	2.193757
4.488056	2.193989
4.488056	2.194016
4.488333	2.194275
4.488333	2.195542
4.488611	2.194684
4.488611	2.194411
4.488889	2.194752
4.488889	2.194330
4.489167	2.195556
4.489167	2.194834
4.489444	2.193935
4.489444	2.194643
4.489722	2.193935
4.489722	2.193757
4.490000	2.194057
4.490000	2.194057
4.490278	2.193989
4.490278	2.193321
4.490556	2.193676
4.490556	2.194275
4.490833	2.193648
4.490833	2.193866
4.491111	2.194861
4.491111	2.194302
4.491111	2.192994
4.491389	2.192449
4.491389	2.192368
4.491667	2.193022
4.491667	2.193948
4.491944	2.194793
4.491944	2.195651
4.492222	2.195188
4.492222	2.194520
4.492500	2.194384
4.492500	2.193444
4.492778	2.194289
4.492778	2.194698
4.493056	2.193430
4.493056	2.194398
4.493333	2.193839
4.493333	2.193417
4.493611	2.194779
4.493611	2.194480
4.493889	2.194316
4.493889	2.193567
4.494167	2.193567
4.494167	2.194371
4.494444	2.193826
4.494444	2.194262
4.494722	2.195270
4.494722	2.194643
4.495000	2.194098
4.495000	2.195188
4.495278	2.194820
4.495278	2.194466
4.495556	2.195665
4.495556	2.195406
4.495833	2.195788
4.495833	2.196483
4.496111	2.196401
4.496111	2.196973
4.496111	2.196796
4.496389	2.196796
4.496389	2.196769
4.496667	2.196033
4.496667	2.196210
4.496944	2.195856
4.496944	2.195624
4.497222	2.195815
4.497222	2.195760
4.497500	2.196850
4.497500	2.196469
4.497778	2.196006
4.497778	2.196414
4.498056	2.194766
4.498056	2.195052
4.498333	2.197137
4.498333	2.197150
4.498611	2.195897
4.498611	2.195692
4.498889	2.196796
4.498889	2.196523
4.499167	2.196537
4.499167	2.196592
4.499444	2.196224
4.499444	2.197123
4.499722	2.195883
4.499722	2.194561
4.500000	2.194330
4.500000	2.194466
4.500278	2.194425
4.500278	2.193172
4.500556	2.194207
4.500556	2.195202
4.500833	2.194520
4.500833	2.195188
4.501111	2.196156
4.501111	2.194793
4.501111	2.193839
4.501389	2.195079
4.501389	2.194902
4.501667	2.194221
4.501667	2.194316
4.501944	2.194561
4.501944	2.194316
4.502222	2.193430
4.502222	2.193608
4.502500	2.194425
4.502500	2.194466
4.502778	2.193035
4.502778	2.192736
4.503056	2.193839
4.503056	2.192313
4.503333	2.191714
4.503333	2.193294
4.503611	2.192259
4.503611	2.192081
4.503889	2.193744
4.503889	2.193580
4.504167	2.193321
4.504167	2.192790
4.504444	2.192545
4.504444	2.192627
4.504722	2.191850
4.504722	2.192831
4.505000	2.193063
4.505000	2.192381
4.505278	2.193444
4.505278	2.193635
4.505556	2.193403
4.505556	2.193935
4.505833	2.193798
4.505833	2.193158
4.506111	2.193308
4.506111	2.194357
4.506111	2.194643
4.506389	2.193826
4.506389	2.193103
4.506667	2.192313
4.506667	2.192667
4.506944	2.193730
4.506944	2.192681
4.507222	2.192231
4.507222	2.193785
4.507500	2.193935
4.507500	2.193063
4.507778	2.193131
4.507778	2.192572
4.508056	2.191359
4.508056	2.191482
4.508333	2.192081
4.508333	2.191741
4.508611	2.191019
4.508611	2.191318
4.508889	2.191768
4.508889	2.191863
4.509167	2.192122
4.509167	2.192708
4.509444	2.192681
4.509444	2.191836
4.509722	2.192776
4.509722	2.192695
4.510000	2.191645
4.510000	2.192885
4.510278	2.193308
4.510278	2.193703
4.510556	2.193785
4.510556	2.193117
4.510833	2.193730
4.510833	2.193730
4.511111	2.193948
4.511111	2.192967
4.511111	2.191768
4.511389	2.193335
4.511389	2.193798
4.511667	2.192967
4.511667	2.192150
4.511944	2.191945
4.511944	2.191972
4.512222	2.191523
4.512222	2.191373
4.512500	2.190733
4.512500	2.190678
4.512778	2.190065
4.512778	2.190242
4.513056	2.191904
4.513056	2.191577
4.513333	2.191918
4.513333	2.191618
4.513611	2.190624
4.513611	2.191673
4.513889	2.191618
4.513889	2.191932
4.514167	2.192981
4.514167	2.191714
4.514444	2.191223
4.514444	2.192572
4.514722	2.192000
4.514722	2.191278
4.515000	2.190814
4.515000	2.189860
4.515278	2.190855
4.515278	2.190910
4.515556	2.190923
4.515556	2.191945
4.515833	2.191659
4.515833	2.191468
4.516111	2.191114
4.516111	2.191332
4.516111	2.191673
4.516389	2.191400
4.516389	2.191754
4.516667	2.191727
4.516667	2.192013
4.516944	2.192913
4.516944	2.193430
4.517222	2.193144
4.517222	2.192204
4.517500	2.191945
4.517500	2.191591
4.517778	2.191141
4.517778	2.191618
4.518056	2.192845
4.518056	2.194289
4.518333	2.194725
4.518333	2.194752
4.518611	2.193921
4.518611	2.192926
4.518889	2.193717
4.518889	2.193199
4.519167	2.192681
4.519167	2.194343
4.519444	2.194248
4.519444	2.193376
4.519722	2.193853
4.519722	2.193172
4.520000	2.192613
4.520000	2.193185
4.520278	2.192940
4.520278	2.193022
4.520556	2.192749
4.520556	2.192885
4.520833	2.194439
4.520833	2.193471
4.521111	2.191823
4.521111	2.192981
4.521111	2.193744
4.521389	2.192599
4.521389	2.192286
4.521667	2.191836
4.521667	2.191605
4.521944	2.192150
4.521944	2.190569
4.522222	2.191032
4.522222	2.192613
4.522500	2.191387
4.522500	2.191686
4.522778	2.192163
4.522778	2.191809
4.523056	2.192354
4.523056	2.191591
4.523333	2.191278
4.523333	2.191441
4.523611	2.190651
4.523611	2.191250
4.523889	2.191427
4.523889	2.190624
4.524167	2.190842
4.524167	2.190855
4.524444	2.190964
4.524444	2.190814
4.524722	2.189792
4.524722	2.189806
4.525000	2.189915
4.525000	2.190010
4.525278	2.190487
4.525278	2.189288
4.525556	2.189356
4.525556	2.191169
4.525833	2.191414
4.525833	2.191373
4.526111	2.191441
4.526111	2.191128
4.526111	2.190664
4.526389	2.190051
4.526389	2.189615
4.526667	2.189997
4.526667	2.189765
4.526944	2.189125
4.526944	2.189942
4.527222	2.188048
4.527222	2.188103
4.527500	2.190801
4.527500	2.189547
4.527778	2.189111
4.527778	2.188893
4.528056	2.189029
4.528056	2.189411
4.528333	2.188130
4.528333	2.188198
4.528611	2.188539
4.528611	2.189288
4.528889	2.189370
4.528889	2.189465
4.529167	2.189315
4.529167	2.188648
4.529444	2.189329
4.529444	2.187898
4.529722	2.187163
4.529722	2.187408
4.530000	2.187094
4.530000	2.188225
4.530278	2.188198
4.530278	2.188157
4.530556	2.188334
4.530556	2.188730
4.530833	2.188839
4.530833	2.187667
4.531111	2.187939
4.531111	2.188866
4.531111	2.189329
4.531389	2.189806
4.531389	2.191114
4.531667	2.191387
4.531667	2.190419
4.531944	2.190583
4.531944	2.189997
4.532222	2.189983
4.532222	2.190664
4.532500	2.190065
4.532500	2.190351
4.532778	2.191264
4.532778	2.191536
4.533056	2.191278
4.533056	2.191087
4.533333	2.191387
4.533333	2.191060
4.533611	2.189969
4.533611	2.189683
4.533889	2.190201
4.533889	2.189792
4.534167	2.189929
4.534167	2.191087
4.534444	2.190365
4.534444	2.189683
4.534722	2.189506
4.534722	2.188266
4.535000	2.189179
4.535000	2.190079
4.535278	2.189847
4.535278	2.190583
4.535556	2.190079
4.535556	2.190297
4.535833	2.190378
4.535833	2.189929
4.536111	2.189997
4.536111	2.188525
4.536111	2.189247
4.536389	2.189792
4.536389	2.188689
4.536667	2.189411
4.536667	2.188961
4.536944	2.188430
4.536944	2.188471
4.537222	2.188130
4.537222	2.189315
4.537500	2.189874
4.537500	2.189738
4.537778	2.190038
4.537778	2.190174
4.538056	2.190038
4.538056	2.189111
4.538333	2.189125
4.538333	2.189642
4.538611	2.189738
4.538611	2.190051
4.538889	2.190583
4.538889	2.191032
4.539167	2.190910
4.539167	2.190787
4.539444	2.191032
4.539444	2.191618
4.539722	2.190528
4.539722	2.189343
4.540000	2.189561
4.540000	2.189765
4.540278	2.190705
4.540278	2.190256
4.540556	2.189615
4.540556	2.190228
4.540833	2.190624
4.540833	2.191114
4.541111	2.191264
4.541111	2.191046
4.541111	2.189833
4.541389	2.189247
4.541389	2.190310
4.541667	2.190733
4.541667	2.190733
4.541944	2.190787
4.541944	2.190692
4.542222	2.190651
4.542222	2.190569
4.542500	2.190692
4.542500	2.190515
4.542778	2.190923
4.542778	2.192163
4.543056	2.191673
4.543056	2.190937
4.543333	2.190596
4.543333	2.190324
4.543611	2.191427
4.543611	2.191100
4.543889	2.191237
4.543889	2.192340
4.544167	2.192272
4.544167	2.192136
4.544444	2.191741
4.544444	2.191754
4.544722	2.189588
4.544722	2.188525
4.545000	2.190433
4.545000	2.190583
4.545278	2.190896
4.545278	2.190474
4.545556	2.190515
4.545556	2.191877
4.545833	2.191904
4.545833	2.192490
4.546111	2.192531
4.546111	2.191564
4.546111	2.190978
4.546389	2.191073
4.546389	2.191318
4.546667	2.190092
4.546667	2.189465
4.546944	2.190501
4.546944	2.190923
4.547222	2.191278
4.547222	2.190705
4.547500	2.190024
4.547500	2.191577
4.547778	2.192449
4.547778	2.192409
4.548056	2.191809
4.548056	2.191455
4.548333	2.191659
4.548333	2.191673
4.548611	2.192354
4.548611	2.192013
4.548889	2.192204
4.548889	2.191972
4.549167	2.190869
4.549167	2.191564
4.549444	2.192081
4.549444	2.191455
4.549722	2.191741
4.549722	2.191823
4.550000	2.190188
4.550000	2.190951
4.550278	2.190842
4.550278	2.189016
4.550556	2.189629
4.550556	2.189465
4.550833	2.188866
4.550833	2.189043
4.551111	2.189370
4.551111	2.188988
4.551111	2.188648
4.551389	2.188879
4.551389	2.188675
4.551667	2.189847
4.551667	2.190801
4.551944	2.189792
4.551944	2.189084
4.552222	2.189656
4.552222	2.188661
4.552500	2.186086
4.552500	2.186168
4.552778	2.186808
4.552778	2.185868
4.553056	2.185160
4.553056	2.184369
4.553333	2.184724
4.553333	2.185078
4.553611	2.184887
4.553611	2.185882
4.553889	2.185909
4.553889	2.185037
4.554167	2.185337
4.554167	2.186141
4.554444	2.186086
4.554444	2.186577
4.554722	2.187326
4.554722	2.187571
4.555000	2.188048
4.555000	2.187394
4.555278	2.187653
4.555278	2.188239
4.555556	2.187408
4.555556	2.187272
4.555833	2.186808
4.555833	2.187285
4.556111	2.188212
4.556111	2.187054
4.556111	2.186277
4.556389	2.186277
4.556389	2.186127
4.556667	2.186100
4.556667	2.186604
4.556944	2.186618
4.556944	2.185282
4.557222	2.184560
4.557222	2.185487
4.557500	2.186073
4.557500	2.185323
4.557778	2.185609
4.557778	2.185800
4.558056	2.185405
4.558056	2.185964
4.558333	2.185650
4.558333	2.185500
4.558611	2.186522
4.558611	2.186359
4.558889	2.184914
4.558889	2.184955
4.559167	2.185596
4.559167	2.184969
4.559444	2.184642
4.559444	2.184601
4.559722	2.183892
4.559722	2.183007
4.560000	2.183361
4.560000	2.183920
4.560278	2.183238
4.560278	2.182830
4.560556	2.183388
4.560556	2.183634
4.560833	2.184056
4.560833	2.184029
4.561111	2.182911
4.561111	2.183634
4.561111	2.183906
4.561389	2.182748
4.561389	2.182189
4.561667	2.182162
4.561667	2.182230
4.561944	2.181481
4.561944	2.181576
4.562222	2.181562
4.562222	2.181753
4.562500	2.182366
4.562500	2.181971
4.562778	2.182843
4.562778	2.183184
4.563056	2.182612
4.563056	2.182053
4.563333	2.181889
4.563333	2.182898
4.563611	2.182571
4.563611	2.182434
4.563889	2.182257
4.563889	2.181344
4.564167	2.181344
4.564167	2.180377
4.564444	2.180322
4.564444	2.180690
4.564722	2.180554
4.564722	2.181849
4.565000	2.181835
4.565000	2.181058
4.565278	2.181167
4.565278	2.181440
4.565556	2.181004
4.565556	2.180840
4.565833	2.181440
4.565833	2.180963
4.566111	2.181017
4.566111	2.181072
4.566111	2.180622
4.566389	2.179519
4.566389	2.178769
4.566667	2.179995
4.566667	2.180213
4.566944	2.180704
4.566944	2.180718
4.567222	2.180118
4.567222	2.181031
4.567500	2.180908
4.567500	2.180799
4.567778	2.180977
4.567778	2.180609
4.568056	2.180077
4.568056	2.179478
4.568333	2.179573
4.568333	2.179260
4.568611	2.179410
4.568611	2.179600
4.568889	2.179001
4.568889	2.178538
4.569167	2.177706
4.569167	2.178360
4.569444	2.178987
4.569444	2.178401
4.569722	2.178592
4.569722	2.178578
4.570000	2.178101
4.570000	2.178238
4.570278	2.178715
4.570278	2.178210
4.570556	2.178524
4.570556	2.179151
4.570833	2.179083
4.570833	2.179750
4.571111	2.179083
4.571111	2.178538
4.571111	2.178687
4.571389	2.178279
4.571389	2.179001
4.571667	2.178687
4.571667	2.178088
4.571944	2.178728
4.571944	2.178783
4.572222	2.179123
4.572222	2.179764
4.572500	2.179341
4.572500	2.178347
4.572778	2.178115
4.572778	2.178142
4.573056	2.177992
4.573056	2.178115
4.573333	2.177679
4.573333	2.176003
4.573611	2.175812
4.573611	2.176548
4.573889	2.175458
4.573889	2.175921
4.574167	2.176221
4.574167	2.175785
4.574444	2.176453
4.574444	2.175186
4.574722	2.175335
4.574722	2.176930
4.575000	2.177543
4.575000	2.177979
4.575278	2.176862
4.575278	2.177148
4.575556	2.177516
4.575556	2.176276
4.575833	2.176644
4.575833	2.176385
4.576111	2.176071
4.576111	2.176535
4.576111	2.176875
4.576389	2.177379
4.576389	2.176916
4.576667	2.177175
4.576667	2.177625
4.576944	2.177270
4.576944	2.177120
4.577222	2.176248
4.577222	2.175594
4.577500	2.176412
4.577500	2.177161
4.577778	2.176957
4.577778	2.176521
4.578056	2.176630
4.578056	2.177434
4.578333	2.178101
4.578333	2.178183
4.578611	2.178020
4.578611	2.178619
4.578889	2.178388
4.578889	2.178142
4.579167	2.178619
4.579167	2.177257
4.579444	2.177284
4.579444	2.177965
4.579722	2.176889
4.579722	2.176058
4.580000	2.176030
4.580000	2.176548
4.580278	2.176575
4.580278	2.175921
4.580556	2.175240
4.580556	2.175976
4.580833	2.176875
4.580833	2.177093
4.581111	2.177189
4.581111	2.177175
4.581111	2.177897
4.581389	2.177665
4.581389	2.177134
4.581667	2.176616
4.581667	2.175799
4.581944	2.176248
4.581944	2.176712
4.582222	2.177175
4.582222	2.178006
4.582500	2.178101
4.582500	2.177529
4.582778	2.177120
4.582778	2.176957
4.583056	2.176480
4.583056	2.176207
4.583333	2.176235
4.583333	2.175976
4.583611	2.175867
4.583611	2.177025
4.583889	2.178183
4.583889	2.177720
4.584167	2.177843
4.584167	2.178238
4.584444	2.177856
4.584444	2.178292
4.584722	2.178456
4.584722	2.177788
4.585000	2.177461
4.585000	2.177665
4.585278	2.177897
4.585278	2.177420
4.585556	2.177134
4.585556	2.177175
4.585833	2.176589
4.585833	2.177066
4.586111	2.177434
4.586111	2.177025
4.586111	2.177584
4.586389	2.177229
4.586389	2.176630
4.586667	2.176575
4.586667	2.175608
4.586944	2.175158
4.586944	2.175513
4.587222	2.175867
4.587222	2.176562
4.587500	2.175976
4.587500	2.176167
4.587778	2.177965
4.587778	2.177284
4.588056	2.176834
4.588056	2.177407
4.588333	2.176766
4.588333	2.176725
4.588611	2.177734
4.588611	2.177638
4.588889	2.176739
4.588889	2.176930
4.589167	2.176235
4.589167	2.176044
4.589444	2.177366
4.589444	2.177325
4.589722	2.176698
4.589722	2.176957
4.590000	2.177584
4.590000	2.177270
4.590278	2.176875
4.590278	2.176439
4.590556	2.175186
4.590556	2.175335
4.590833	2.176248
4.590833	2.175581
4.591111	2.174763
4.591111	2.174845
4.591111	2.174750
4.591389	2.174668
4.591389	2.174777
4.591667	2.174913
4.591667	2.175131
4.591944	2.174559
4.591944	2.174436
4.592222	2.174954
4.592222	2.174654
4.592500	2.174681
4.592500	2.174382
4.592778	2.173523
4.592778	2.174545
4.593056	2.174859
4.593056	2.174041
4.593333	2.174654
4.593333	2.173837
4.593611	2.173605
4.593611	2.174191
4.593889	2.173700
4.593889	2.174872
4.594167	2.174273
4.594167	2.173196
4.594444	2.173837
4.594444	2.173837
4.594722	2.174750
4.594722	2.174368
4.595000	2.172760
4.595000	2.172706
4.595278	2.173087
4.595278	2.172542
4.595556	2.171697
4.595556	2.172706
4.595833	2.172978
4.595833	2.172188
4.596111	2.172856
4.596111	2.171875
4.596111	2.171411
4.596389	2.172992
4.596389	2.173414
4.596667	2.173700
4.596667	2.173510
4.596944	2.173414
4.596944	2.173087
4.597222	2.172529
4.597222	2.172828
4.597500	2.172161
4.597500	2.172474
4.597778	2.173687
4.597778	2.173741
4.598056	2.173687
4.598056	2.173441
4.598333	2.173469
4.598333	2.174000
4.598611	2.174082
4.598611	2.173632
4.598889	2.172787
4.598889	2.171847
4.599167	2.171697
4.599167	2.172338
4.599444	2.172065
4.599444	2.172651
4.599722	2.173755
4.599722	2.173183
4.600000	2.173060
4.600000	2.172569
4.600278	2.172338
4.600278	2.172801
4.600556	2.173264
4.600556	2.173550
4.600833	2.173128
4.600833	2.173360
4.601111	2.173060
4.601111	2.173373
4.601111	2.173196
4.601389	2.172365
4.601389	2.172597
4.601667	2.171561
4.601667	2.171875
4.601944	2.172719
4.601944	2.172174
4.602222	2.172542
4.602222	2.173114
4.602500	2.172978
4.602500	2.172651
4.602778	2.172760
4.602778	2.171779
4.603056	2.170716
4.603056	2.170757
4.603333	2.170335
4.603333	2.170212
4.603611	2.170239
4.603611	2.169340
4.603889	2.168754
4.603889	2.169517
4.604167	2.169817
4.604167	2.169177
4.604444	2.168727
4.604444	2.168645
4.604722	2.168863
4.604722	2.169626
4.605000	2.169708
4.605000	2.169122
4.605278	2.169572
4.605278	2.169831
4.605556	2.169831
4.605556	2.170008
4.605833	2.170362
4.605833	2.171016
4.606111	2.170730
4.606111	2.169967
4.606389	2.169613
4.606389	2.170103
4.606389	2.170921
4.606667	2.170757
4.606667	2.170294
4.606944	2.169708
4.606944	2.169177
4.607222	2.168945
4.607222	2.168672
4.607500	2.169449
4.607500	2.169585
4.607778	2.168945
4.607778	2.168999
4.608056	2.168877
4.608056	2.169613
4.608333	2.170090
4.608333	2.169640
4.608611	2.169545
4.608611	2.168768
4.608889	2.168264
4.608889	2.168768
4.609167	2.169299
4.609167	2.169817
4.609444	2.169626
4.609444	2.169436
4.609722	2.169340
4.609722	2.168836
4.610000	2.169245
4.610000	2.169381
4.610278	2.169231
4.610278	2.168945
4.610556	2.169027
4.610556	2.169790
4.610833	2.169476
4.610833	2.169681
4.611111	2.169177
4.611111	2.168523
4.611389	2.168931
4.611389	2.168386
4.611389	2.169231
4.611667	2.169558
4.611667	2.168890
4.611944	2.169068
4.611944	2.168591
4.612222	2.168754
4.612222	2.168632
4.612500	2.168618
4.612500	2.168604
4.612778	2.167991
4.612778	2.169177
4.613056	2.169381
4.613056	2.168618
4.613333	2.168972
4.613333	2.169613
4.613611	2.170348
4.613611	2.170212
4.613889	2.169885
4.613889	2.169872
4.614167	2.169981
4.614167	2.169640
4.614444	2.169381
4.614444	2.169912
4.614722	2.169163
4.614722	2.168945
4.615000	2.169340
4.615000	2.168373
4.615278	2.167869
4.615278	2.167855
4.615556	2.168822
4.615556	2.169667
4.615833	2.170062
4.615833	2.170907
4.616111	2.170444
4.616111	2.170389
4.616389	2.170607
4.616389	2.170566
4.616389	2.171697
4.616667	2.171002
4.616667	2.169858
4.616944	2.170035
4.616944	2.168986
4.617222	2.169599
4.617222	2.170498
4.617500	2.170389
4.617500	2.170539
4.617778	2.169463
4.617778	2.170566
4.618056	2.170539
4.618056	2.169803
4.618333	2.170812
4.618333	2.170185
4.618611	2.171030
4.618611	2.171193
4.618889	2.170280
4.618889	2.170362
4.619167	2.170553
4.619167	2.170975
4.619444	2.170662
4.619444	2.171111
4.619722	2.170825
4.619722	2.170457
4.620000	2.170716
4.620000	2.169953
4.620278	2.170362
4.620278	2.170703
4.620556	2.171466
4.620556	2.171779
4.620833	2.171820
4.620833	2.173305
4.621111	2.172188
4.621111	2.171793
4.621389	2.172719
4.621389	2.172665
4.621389	2.173673
